ledger_key,run_id,experiment_id,arm,control_of,pairing_provenance,group,subgroup,path,excluded,exclusion_reason,step,seq,description,seed,seed_command,seed_config,seed_agreement,seed_detector,seed_phase,split,metrics_primary_split,frozen_source_tag,per_class_kind,per_class_metric,per_class_source,per_class_valid_count,eval_recipe_id,host,host_raw,gpu,commit,epoch,notion_page_id,task_id,has_test,n_harvest_warnings,evidence_completeness,metrics_source,metric.AP_common,metric.AP_rare,metric.accuracy,metric.alpha,metric.control_init_mAP,metric.control_mAP,metric.delta_control,metric.delta_detection,metric.edit_score,metric.final_epoch,metric.final_mAP,metric.frame_acc_inline,metric.init_mAP,metric.injection_effect,metric.jaccard,metric.mAP,metric.mAP_50,metric.mAP_75,metric.mAP_baseline,metric.mAP_rescored,metric.macro_f1,metric.miss_ctx,metric.rep,metric.seg_f1_10,metric.seg_f1_25,metric.seg_f1_50,metric.sigma2_d,metric.sigma2_p,metric.sticky_accuracy,metric.sticky_edit_score,metric.sticky_jaccard,metric.sticky_macro_f1,metric.sticky_seg_f1_10,metric.sticky_seg_f1_25,metric.sticky_seg_f1_50,metric.tool_mAP,metric_test.accuracy,metric_test.edit_score,metric_test.jaccard,metric_test.macro_f1,metric_test.seg_f1_10,metric_test.seg_f1_25,metric_test.seg_f1_50,metric_test.sticky_accuracy,metric_test.sticky_edit_score,metric_test.sticky_jaccard,metric_test.sticky_macro_f1,metric_test.sticky_seg_f1_10,metric_test.sticky_seg_f1_25,metric_test.sticky_seg_f1_50
baselines___legacy_score_thr_0__s0_frozen_004_relationdetr_s0frozen_neck_cocohead_seed42,s0_frozen_004_relationdetr_s0frozen_neck_cocohead_seed42,baselines/s0_frozen/relationdetr_s0frozen_neck_cocohead@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_frozen_004_relationdetr_s0frozen_neck_cocohead_seed42,False,,s0_frozen,4,relationdetr_s0frozen_neck_cocohead,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_frozen_004_relationdetr_s0frozen_neck_cocohead_seed42/per_class_ap.json,14,250424985fbf,lecun,lecun,,0129845290227b350ff79f02aa15f06824f444b4,12,,,False,0,full,metrics_json,0.709954,0.751444,,,,,,,,,,,,,,0.715881,0.844,0.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_frozen_005_relationdetr_s0frozen_neck_cocohead_seed123,s0_frozen_005_relationdetr_s0frozen_neck_cocohead_seed123,baselines/s0_frozen/relationdetr_s0frozen_neck_cocohead@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_frozen_005_relationdetr_s0frozen_neck_cocohead_seed123,False,,s0_frozen,5,relationdetr_s0frozen_neck_cocohead,123,123,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_frozen_005_relationdetr_s0frozen_neck_cocohead_seed123/per_class_ap.json,14,250424985fbf,lecun,lecun,,0129845290227b350ff79f02aa15f06824f444b4,12,,,False,0,full,metrics_json,0.689405,0.75773,,,,,,,,,,,,,,0.699166,0.825,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___legacy_score_thr_0__s0_frozen_006_relationdetr_s0frozen_neck_cocohead_seed456,s0_frozen_006_relationdetr_s0frozen_neck_cocohead_seed456,baselines/s0_frozen/relationdetr_s0frozen_neck_cocohead@val,unknown,,not_determinable,baselines,_legacy_score_thr_0,experiments/baselines/_legacy_score_thr_0/s0_frozen_006_relationdetr_s0frozen_neck_cocohead_seed456,False,,s0_frozen,6,relationdetr_s0frozen_neck_cocohead,456,456,,agree,,,val,val,,tool,AP,experiments/baselines/_legacy_score_thr_0/s0_frozen_006_relationdetr_s0frozen_neck_cocohead_seed456/per_class_ap.json,14,250424985fbf,lecun,lecun,,60125f10c55d7934abd27211f6465fad001b0194,12,,,False,0,full,metrics_json,0.702681,0.779025,,,,,,,,,,,,,,0.713587,0.836,0.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___smoke_ddq__s0_010_ddq_smoke_seed42,s0_010_ddq_smoke_seed42,baselines/s0/ddq_smoke@val,unknown,,not_determinable,baselines,_smoke_ddq,experiments/baselines/_smoke_ddq/s0_010_ddq_smoke_seed42,True,smoke_test,s0,10,ddq_smoke,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/_smoke_ddq/s0_010_ddq_smoke_seed42/per_class_ap.json,14,a63aecae1158,,aolab,,4327348e444381f1737309252fb86ad9b5034d6a,1,,,False,1,full,metrics_json,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___wrong_split_8_2_3__s0_001_maskdino_bbox_seed42,s0_001_maskdino_bbox_seed42,baselines/s0/maskdino_bbox@val#None,unknown,,not_determinable,baselines,_wrong_split_8_2_3,experiments/baselines/_wrong_split_8_2_3/s0_001_maskdino_bbox_seed42,True,known_bad_split,s0,1,maskdino_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/_wrong_split_8_2_3/s0_001_maskdino_bbox_seed42/per_class_ap.json,13,,,,,d1bcc8a3ca3fa1b19ddfda986fe90105e70feefb,5,,,False,1,full,metrics_json,0.32225000000000004,0.12933333333333333,,,,,,,,,,,,,,0.327,0.451,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___wrong_split_8_2_3__s0_002_maskdino_bbox_seed123,s0_002_maskdino_bbox_seed123,baselines/s0/maskdino_bbox@val#None,unknown,,not_determinable,baselines,_wrong_split_8_2_3,experiments/baselines/_wrong_split_8_2_3/s0_002_maskdino_bbox_seed123,True,known_bad_split,s0,2,maskdino_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/baselines/_wrong_split_8_2_3/s0_002_maskdino_bbox_seed123/per_class_ap.json,13,,,,,d1bcc8a3ca3fa1b19ddfda986fe90105e70feefb,10,,,False,1,full,metrics_json,0.2934166666666666,0.11133333333333334,,,,,,,,,,,,,,0.296,0.402,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___wrong_split_8_2_3__s0_003_maskdino_bbox_seed456,s0_003_maskdino_bbox_seed456,baselines/s0/maskdino_bbox@val#None,unknown,,not_determinable,baselines,_wrong_split_8_2_3,experiments/baselines/_wrong_split_8_2_3/s0_003_maskdino_bbox_seed456,True,known_bad_split,s0,3,maskdino_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/baselines/_wrong_split_8_2_3/s0_003_maskdino_bbox_seed456/per_class_ap.json,13,,,,,d1bcc8a3ca3fa1b19ddfda986fe90105e70feefb,9,,,False,1,full,metrics_json,0.3125,0.1396666666666667,,,,,,,,,,,,,,0.321,0.435,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___wrong_split_8_2_3__s0_004_varifocanet_bbox_seed42,s0_004_varifocanet_bbox_seed42,baselines/s0/varifocanet_bbox@val#None,unknown,,not_determinable,baselines,_wrong_split_8_2_3,experiments/baselines/_wrong_split_8_2_3/s0_004_varifocanet_bbox_seed42,True,known_bad_split,s0,4,varifocanet_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/_wrong_split_8_2_3/s0_004_varifocanet_bbox_seed42/per_class_ap.json,13,,,,,d1bcc8a3ca3fa1b19ddfda986fe90105e70feefb,10,,,False,1,full,metrics_json,0.27475,0.13466666666666668,,,,,,,,,,,,,,0.285,0.417,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___wrong_split_8_2_3__s0_005_varifocanet_bbox_seed123,s0_005_varifocanet_bbox_seed123,baselines/s0/varifocanet_bbox@val#None,unknown,,not_determinable,baselines,_wrong_split_8_2_3,experiments/baselines/_wrong_split_8_2_3/s0_005_varifocanet_bbox_seed123,True,known_bad_split,s0,5,varifocanet_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/baselines/_wrong_split_8_2_3/s0_005_varifocanet_bbox_seed123/per_class_ap.json,13,,,,,d1bcc8a3ca3fa1b19ddfda986fe90105e70feefb,9,,,False,1,full,metrics_json,0.2670833333333333,0.12966666666666668,,,,,,,,,,,,,,0.276,0.411,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines___wrong_split_8_2_3__s0_006_varifocanet_bbox_seed456,s0_006_varifocanet_bbox_seed456,baselines/s0/varifocanet_bbox@val#None,unknown,,not_determinable,baselines,_wrong_split_8_2_3,experiments/baselines/_wrong_split_8_2_3/s0_006_varifocanet_bbox_seed456,True,known_bad_split,s0,6,varifocanet_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/baselines/_wrong_split_8_2_3/s0_006_varifocanet_bbox_seed456/per_class_ap.json,13,,,,,d1bcc8a3ca3fa1b19ddfda986fe90105e70feefb,9,,,False,1,full,metrics_json,0.26316666666666666,0.125,,,,,,,,,,,,,,0.272,0.399,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_001_maskdino_bbox_seed42,s0_001_maskdino_bbox_seed42,baselines/s0/maskdino_bbox@val#a63aecae,unknown,,not_determinable,baselines,,experiments/baselines/s0_001_maskdino_bbox_seed42,False,,s0,1,maskdino_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/s0_001_maskdino_bbox_seed42/per_class_ap.json,14,a63aecae1158,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,2,full,metrics_json,0.6021538461538462,0.7625,,,,,,,,,,,,,,0.668,0.793,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_002_maskdino_bbox_seed123,s0_002_maskdino_bbox_seed123,baselines/s0/maskdino_bbox@val#a63aecae,unknown,,not_determinable,baselines,,experiments/baselines/s0_002_maskdino_bbox_seed123,False,,s0,2,maskdino_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/baselines/s0_002_maskdino_bbox_seed123/per_class_ap.json,14,a63aecae1158,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,2,full,metrics_json,0.613,0.752,,,,,,,,,,,,,,0.677,0.808,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_003_maskdino_bbox_seed456,s0_003_maskdino_bbox_seed456,baselines/s0/maskdino_bbox@val#a63aecae,unknown,,not_determinable,baselines,,experiments/baselines/s0_003_maskdino_bbox_seed456,False,,s0,3,maskdino_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/baselines/s0_003_maskdino_bbox_seed456/per_class_ap.json,14,a63aecae1158,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,2,full,metrics_json,0.6017692307692308,0.7775,,,,,,,,,,,,,,0.67,0.795,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_004_varifocanet_bbox_seed42,s0_004_varifocanet_bbox_seed42,baselines/s0/varifocanet_bbox@val#a63aecae,unknown,,not_determinable,baselines,,experiments/baselines/s0_004_varifocanet_bbox_seed42,False,,s0,4,varifocanet_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/s0_004_varifocanet_bbox_seed42/per_class_ap.json,14,a63aecae1158,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,2,full,metrics_json,0.5566153846153846,0.706,,,,,,,,,,,,,,0.618,0.757,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_005_varifocanet_bbox_seed123,s0_005_varifocanet_bbox_seed123,baselines/s0/varifocanet_bbox@val#a63aecae,unknown,,not_determinable,baselines,,experiments/baselines/s0_005_varifocanet_bbox_seed123,False,,s0,5,varifocanet_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/baselines/s0_005_varifocanet_bbox_seed123/per_class_ap.json,14,a63aecae1158,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,2,full,metrics_json,0.5556923076923077,0.698,,,,,,,,,,,,,,0.616,0.758,0.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_006_varifocanet_bbox_seed456,s0_006_varifocanet_bbox_seed456,baselines/s0/varifocanet_bbox@val#a63aecae,unknown,,not_determinable,baselines,,experiments/baselines/s0_006_varifocanet_bbox_seed456,False,,s0,6,varifocanet_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/baselines/s0_006_varifocanet_bbox_seed456/per_class_ap.json,14,a63aecae1158,,aolab,,4fa9bfff33430a741d31df785413759deb0353b5,12,,,False,2,full,metrics_json,0.551923076923077,0.7110000000000001,,,,,,,,,,,,,,0.614,0.751,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_010_ddq_bbox_seed42,s0_010_ddq_bbox_seed42,baselines/s0/ddq_bbox@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_010_ddq_bbox_seed42,False,,s0,10,ddq_bbox,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/s0_010_ddq_bbox_seed42/per_class_ap.json,14,a63aecae1158,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,0,full,metrics_json,0.6583076923076923,0.7675,,,,,,,,,,,,,,0.721,0.847,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_011_ddq_bbox_seed123,s0_011_ddq_bbox_seed123,baselines/s0/ddq_bbox@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_011_ddq_bbox_seed123,False,,s0,11,ddq_bbox,123,123,123,agree,,,val,val,,tool,AP,experiments/baselines/s0_011_ddq_bbox_seed123/per_class_ap.json,14,a63aecae1158,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,0,full,metrics_json,0.6520769230769231,0.7705,,,,,,,,,,,,,,0.716,0.843,0.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_012_ddq_bbox_seed456,s0_012_ddq_bbox_seed456,baselines/s0/ddq_bbox@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_012_ddq_bbox_seed456,False,,s0,12,ddq_bbox,456,456,456,agree,,,val,val,,tool,AP,experiments/baselines/s0_012_ddq_bbox_seed456/per_class_ap.json,14,a63aecae1158,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,12,,,False,0,full,metrics_json,0.6566153846153847,0.7669999999999999,,,,,,,,,,,,,,0.719,0.847,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_013_sensex_codino_bbox_seed42,s0_013_sensex_codino_bbox_seed42,baselines/s0/sensex_codino_bbox@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_013_sensex_codino_bbox_seed42,False,,s0,13,sensex_codino_bbox,42,42,,agree,,,val,val,,tool,AP,experiments/baselines/s0_013_sensex_codino_bbox_seed42/per_class_ap.json,14,4c38a4a7853f,philip,philip,,4327348e444381f1737309252fb86ad9b5034d6a,,,,False,0,full,metrics_json,0.7142500000000002,0.7435,,,,,,,,,,,,,,0.718,0.856,0.785,,,,,,,,,,,,,,,,,,0.718,,,,,,,,,,,,,,
baselines__s0_014_maskdino_bbox_nmsfree_seed42,s0_014_maskdino_bbox_nmsfree_seed42,baselines/s0/maskdino_bbox_nmsfree@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_014_maskdino_bbox_nmsfree_seed42,False,,s0,14,maskdino_bbox_nmsfree,42,,,unverified_no_other_evidence,,,val,val,,tool,AP,experiments/baselines/s0_014_maskdino_bbox_nmsfree_seed42/per_class_ap.json,14,03208d3e6637,andrew,andrew,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,0,,,False,0,full,metrics_json,0.5966153846153845,0.7745,,,,,,,,,,,,,,0.665,0.79,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_015_maskdino_bbox_nmsfree_seed123,s0_015_maskdino_bbox_nmsfree_seed123,baselines/s0/maskdino_bbox_nmsfree@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_015_maskdino_bbox_nmsfree_seed123,False,,s0,15,maskdino_bbox_nmsfree,123,,,unverified_no_other_evidence,,,val,val,,tool,AP,experiments/baselines/s0_015_maskdino_bbox_nmsfree_seed123/per_class_ap.json,14,03208d3e6637,andrew,andrew,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,0,,,False,0,full,metrics_json,0.6153846153846154,0.76,,,,,,,,,,,,,,0.68,0.814,0.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_016_maskdino_bbox_nmsfree_seed456,s0_016_maskdino_bbox_nmsfree_seed456,baselines/s0/maskdino_bbox_nmsfree@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_016_maskdino_bbox_nmsfree_seed456,False,,s0,16,maskdino_bbox_nmsfree,456,,,unverified_no_other_evidence,,,val,val,,tool,AP,experiments/baselines/s0_016_maskdino_bbox_nmsfree_seed456/per_class_ap.json,14,03208d3e6637,andrew,andrew,,1a52c6fde8120bb62eba920ad3c3d8882f309b72,0,,,False,0,full,metrics_json,0.6032307692307692,0.759,,,,,,,,,,,,,,0.669,0.796,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_040_wiring_verification_seed42,s0_040_wiring_verification_seed42,baselines/s0/wiring_verification@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_040_wiring_verification_seed42,False,,s0,40,wiring_verification,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/s0_040_wiring_verification_seed42/per_class_ap.json,15,,lecun,lecun,,c905f1952a49c6bac615ea2d266332f177101f88,1,,T-2026-08-09-run-wiring-verification,False,0,full,metrics_json,0.0,0.001940056410723351,,,,,,,,,,,,,,0.0002771509158176216,0.0018654517471083272,7.072135785007073e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baselines__s0_041_wiring_verification_seed42,s0_041_wiring_verification_seed42,baselines/s0/wiring_verification@val,unknown,,not_determinable,baselines,,experiments/baselines/s0_041_wiring_verification_seed42,False,,s0,41,wiring_verification,42,42,42,agree,,,val,val,,tool,AP,experiments/baselines/s0_041_wiring_verification_seed42/per_class_ap.json,15,,bengio,bengio,,bcde0a00f5f831820694bcf5992e0f0820d9852f,1,,T-2026-08-10-third-host-verification,False,0,full,metrics_json,0.0,0.0003487361261717018,,,,,,,,,,,,,,4.98194465959574e-05,0.0003802961261577104,5.277713272393338e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g2_followup_2026-07-29__s3__runs__base_seed123,base_seed123,g2_followup_2026-07-29/base/base@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/base_seed123,False,,base,,base,123,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/base_seed123/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9511551155115512,,,,,,35.12670565302144,,,,,,0.7816624492981715,,,,,,0.8163181368742238,,,0.4598364598364599,0.4492544492544493,0.40836940836940844,,,,,,,,,,,0.8128956623681125,31.750814359510006,0.5383238063348458,0.62601643092835,0.3832281211202997,0.37664394082865144,0.35137512362435036,,,,,,,
g2_followup_2026-07-29__s3__runs__base_seed42,base_seed42,g2_followup_2026-07-29/base/base@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/base_seed42,False,,base,,base,42,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/base_seed42/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9471947194719472,,,,,,36.2962962962963,,,,,,0.7587356616578739,,,,,,0.8006457536858027,,,0.4714285714285715,0.461904761904762,0.44285714285714284,,,,,,,,,,,0.841031652989449,45.08548246884961,0.6261894804810793,0.7108769387819717,0.5474634298163709,0.5343720821661998,0.4023692810457516,,,,,,,
g2_followup_2026-07-29__s3__runs__base_seed456,base_seed456,g2_followup_2026-07-29/base/base@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/base_seed456,False,,base,,base,456,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/base_seed456/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9478547854785478,,,,,,33.45391903531438,,,,,,0.76191392013366,,,,,,0.8026832126027957,,,0.43213649096002044,0.43213649096002044,0.402724726254138,,,,,,,,,,,0.8403282532239156,36.68333697623603,0.5960273423181832,0.6763615501562541,0.44031051686794703,0.43196468251627235,0.40651001064693465,,,,,,,
g2_followup_2026-07-29__s3__runs__bboxROI_seed123,bboxROI_seed123,g2_followup_2026-07-29/bboxROI/bboxROI@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/bboxROI_seed123,False,,bboxROI,,bboxROI,123,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/bboxROI_seed123/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9656765676567657,,,,,,61.41975308641975,,,,,,0.8121614192074649,,,,,,0.8337516155277981,,,0.6854700854700856,0.6854700854700856,0.6854700854700856,,,,,,,,,,,0.8933177022274326,41.53327255905822,0.6800410727904052,0.7496650925030142,0.5093849257470928,0.5028683004053673,0.382125299155023,,,,,,,
g2_followup_2026-07-29__s3__runs__bboxROI_seed42,bboxROI_seed42,g2_followup_2026-07-29/bboxROI/bboxROI@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/bboxROI_seed42,False,,bboxROI,,bboxROI,42,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/bboxROI_seed42/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9663366336633663,,,,,,50.80645161290323,,,,,,0.8174769835777882,,,,,,0.8367389740094835,,,0.6071428571428571,0.6071428571428571,0.6071428571428571,,,,,,,,,,,0.8879249706916764,44.261888933209235,0.6735674644635254,0.740089880366672,0.540939660480534,0.5316955554917481,0.39477911454395226,,,,,,,
g2_followup_2026-07-29__s3__runs__bboxROI_seed456,bboxROI_seed456,g2_followup_2026-07-29/bboxROI/bboxROI@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/bboxROI_seed456,False,,bboxROI,,bboxROI,456,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/bboxROI_seed456/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9623762376237623,,,,,,53.03030303030303,,,,,,0.804375952879577,,,,,,0.8294880403577142,,,0.6314176245210729,0.6314176245210729,0.6199233716475095,,,,,,,,,,,0.8771395076201641,42.27079257199739,0.6454209059961098,0.7233733110402023,0.5113286619953287,0.5055755755755756,0.33031965298631966,,,,,,,
g2_followup_2026-07-29__s3__runs__shuffleROI_seed123,shuffleROI_seed123,g2_followup_2026-07-29/shuffleROI/shuffleROI@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/shuffleROI_seed123,False,,shuffleROI,,shuffleROI,123,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/shuffleROI_seed123/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9491749174917492,,,,,,35.55555555555556,,,,,,0.7731499602469452,,,,,,0.8112656246758723,,,0.45771532656778563,0.44678636481915174,0.43585740307051785,,,,,,,,,,,0.8386869871043376,39.30031167396536,0.6147508059526865,0.7035044298312951,0.4755103359173127,0.46015288544358307,0.43945090439276485,,,,,,,
g2_followup_2026-07-29__s3__runs__shuffleROI_seed42,shuffleROI_seed42,g2_followup_2026-07-29/shuffleROI/shuffleROI@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/shuffleROI_seed42,False,,shuffleROI,,shuffleROI,42,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/shuffleROI_seed42/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9465346534653465,,,,,,38.82428940568476,,,,,,0.7609698497116707,,,,,,0.8021733168608015,,,0.48235294117647065,0.47254901960784307,0.45294117647058824,,,,,,,,,,,0.8354044548651817,39.575263869824255,0.6047539959402972,0.6884787044524723,0.4832656236010386,0.4653268813233056,0.3339939229116304,,,,,,,
g2_followup_2026-07-29__s3__runs__shuffleROI_seed456,shuffleROI_seed456,g2_followup_2026-07-29/shuffleROI/shuffleROI@val,unknown,,not_determinable,g2_followup_2026-07-29,s3,experiments/g2_followup_2026-07-29/s3/runs/shuffleROI_seed456,False,,shuffleROI,,shuffleROI,456,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s3/runs/shuffleROI_seed456/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,1eec7baddca38fe5263b267e522fcb76a2704d73,,,,True,2,full,metrics_json,,,0.9458745874587459,,,,,,42.256542256542254,,,,,,0.7596853154019925,,,,,,0.801096648561395,,,0.5180406212664277,0.5072879330943847,0.4965352449223417,,,,,,,,,,,0.8415005861664713,38.056885778510804,0.6163887330941172,0.7009353557074565,0.4554147168839822,0.443117835021883,0.2895181197280147,,,,,,,
g2_followup_2026-07-29__s4__runs__base_seed123,base_seed123,g2_followup_2026-07-29/base/base@val,unknown,,not_determinable,g2_followup_2026-07-29,s4,experiments/g2_followup_2026-07-29/s4/runs/base_seed123,False,,base,,base,123,,,agree,,,val,val,,phase,F1,experiments/g2_followup_2026-07-29/s4/runs/base_seed123/metrics.json#val.phase_per_class_f1,9,,lecun,lecun,,52adbe2d3e6b33b5a35a3ae7ae986fd6b8038e34,,,,True,2,full,metrics_json,,,0.9478547854785478,,,,,,32.23946784922395,,,,,,0.7776422425536592,,,,,,0.8143698019122405,,,0.4301254301254302,0.4200244200244201,0.3842823842823843,,,,,,,,,,,0.8110199296600235,32.44702389638845,0.5327168602859448,0.6207238513300438,0.3911752234120655,0.3866674261411103,0.36106047948153214,,,,,,,
