arm,p,L,seed,vid,err_rate_actual,mean_run_len,phase_accuracy,phase_macro_f1,phase_edit_score,phase_seg_f1_50
testonly,0.01,8,7,08,0.009760100192178964,7.9298245614035086,0.87,0.833020184230035,19.87878787878788,0.18367346938775508
testonly,0.01,8,7,09,0.009760100192178964,7.9298245614035086,0.9633204633204633,0.976353114774982,40.0,0.5714285714285715
testonly,0.01,8,7,10,0.009760100192178964,7.9298245614035086,0.9538615847542627,0.8843935325701423,56.98924731182795,0.5714285714285714
testonly,0.01,8,7,11,0.009760100192178964,7.9298245614035086,0.9496021220159151,0.7750500514024145,64.0,0.7619047619047621
testonly,0.01,8,7,12,0.009760100192178964,7.9298245614035086,0.9211822660098522,0.8612440952070042,44.44444444444444,0.5384615384615385
testonly,0.01,8,7,13,0.009760100192178964,7.9298245614035086,0.9233576642335767,0.7677038156344471,72.91666666666667,0.8000000000000002
testonly,0.01,8,7,14,0.009760100192178964,7.9298245614035086,0.7116022099447514,0.5183027337909245,38.30409356725146,0.18633540372670807
testonly,0.01,8,7,15,0.009760100192178964,7.9298245614035086,0.9619047619047619,0.7386591007159057,57.89473684210527,0.7096774193548387
testonly,0.01,8,17,01,0.009375742264256873,7.9523809523809526,0.9561883899233297,0.9681389751329865,72.22222222222221,0.7741935483870968
testonly,0.01,8,17,02,0.009375742264256873,7.9523809523809526,0.9501084598698482,0.8167466029539655,60.0,0.7058823529411764
testonly,0.01,8,17,03,0.009375742264256873,7.9523809523809526,0.7750229568411386,0.7332056530505887,28.125,0.3373493975903615
testonly,0.01,8,17,04,0.009375742264256873,7.9523809523809526,0.7291196388261851,0.6382423221697706,11.805555555555557,0.049999999999999996
testonly,0.01,8,17,05,0.009375742264256873,7.9523809523809526,0.4473469387755102,0.6831459861844077,36.574074074074076,0.2875
testonly,0.01,8,17,06,0.009375742264256873,7.9523809523809526,0.934010152284264,0.7685506046137071,26.715686274509803,0.26666666666666666
testonly,0.01,8,17,07,0.009375742264256873,7.9523809523809526,0.7030976037405027,0.6537196899604146,13.541666666666668,0.14400000000000002
testonly,0.01,8,17,08,0.009375742264256873,7.9523809523809526,0.8771428571428571,0.8721954413522628,22.003424657534246,0.1875
testonly,0.01,8,17,09,0.009375742264256873,7.9523809523809526,0.9922779922779923,0.992059891107078,66.66666666666667,0.8
testonly,0.01,8,17,10,0.009375742264256873,7.9523809523809526,0.9418254764292878,0.8682470846396438,50.378787878787875,0.5137931034482759
testonly,0.01,8,17,11,0.009375742264256873,7.9523809523809526,0.9429708222811671,0.7603334784018525,59.25925925925925,0.6818181818181819
testonly,0.01,8,17,12,0.009375742264256873,7.9523809523809526,0.9408866995073891,0.8839249533122208,44.44444444444444,0.5384615384615385
testonly,0.01,8,17,13,0.009375742264256873,7.9523809523809526,0.9075425790754258,0.7141652764307859,68.75,0.7529411764705882
testonly,0.01,8,17,14,0.009375742264256873,7.9523809523809526,0.6911602209944752,0.5276387560317104,42.08333333333333,0.24415204678362573
testonly,0.01,8,17,15,0.009375742264256873,7.9523809523809526,0.9261904761904762,0.6838803544772595,55.00000000000001,0.625
testonly,0.01,8,27,01,0.010196281660944485,7.94949494949495,0.963855421686747,0.9734174610425971,83.87096774193549,0.8771929824561403
testonly,0.01,8,27,02,0.010196281660944485,7.94949494949495,0.9457700650759219,0.8187638414485928,60.0,0.7058823529411764
testonly,0.01,8,27,03,0.010196281660944485,7.94949494949495,0.7961432506887053,0.803204098508117,27.86885245901639,0.35
testonly,0.01,8,27,04,0.010196281660944485,7.94949494949495,0.7042889390519187,0.6065785248998196,9.692513368983956,0.039473684210526314
testonly,0.01,8,27,05,0.010196281660944485,7.94949494949495,0.4204081632653061,0.6690563870374046,38.35978835978836,0.3
testonly,0.01,8,27,06,0.010196281660944485,7.94949494949495,0.9354604786076868,0.7972611364658387,28.634751773049647,0.295774647887324
testonly,0.01,8,27,07,0.010196281660944485,7.94949494949495,0.7346580946814728,0.6422140442420144,13.973554459883458,0.1557377049180328
testonly,0.01,8,27,08,0.010196281660944485,7.94949494949495,0.8592857142857143,0.8346409500618869,21.308980213089807,0.1875
testonly,0.01,8,27,09,0.010196281660944485,7.94949494949495,0.9594594594594594,0.9729216971369438,40.0,0.5714285714285715
testonly,0.01,8,27,10,0.010196281660944485,7.94949494949495,0.958876629889669,0.9010805458864272,53.43137254901961,0.5317796610169492
testonly,0.01,8,27,11,0.010196281660944485,7.94949494949495,0.9310344827586207,0.759349667933565,48.484848484848484,0.6
